City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
345,kenai,60.5544,-151.2583,13.9,75,0,11.83,US,2024-09-16
346,gosaba,22.165,88.7998,26.2,91,91,3.65,IN,2024-09-16
347,reyes,-14.3167,-67.3833,30.09,45,40,4.12,BO,2024-09-16
348,pathein,16.7833,94.7333,25.02,94,44,1.91,MM,2024-09-16
349,coquimbo,-29.9533,-71.3436,14.85,80,75,6.17,CL,2024-09-16
350,noumea,-22.2763,166.4572,20.06,56,29,5.82,NC,2024-09-16
351,cassilandia,-19.1133,-51.7342,28.07,42,100,1.53,BR,2024-09-16
352,kutum,14.2,24.6667,24.7,54,46,8.45,SD,2024-09-16
353,el campello,38.4288,-0.3977,23.31,81,53,0.86,ES,2024-09-16
354,ocean shores,46.9737,-124.1563,19.42,81,0,2.06,US,2024-09-16
355,yokadouma,3.5167,15.05,21.37,92,57,0.36,CM,2024-09-16
356,lautoka,-17.6167,177.4667,22.92,94,75,3.09,FJ,2024-09-16
357,bel ombre,-4.6167,55.4167,24.91,94,75,9.77,SC,2024-09-16
358,celestun,20.8667,-90.4,30.01,72,98,5.03,MX,2024-09-16
359,plettenberg bay,-34.0527,23.3716,12.46,78,0,1.69,ZA,2024-09-16
360,singaraja,-8.112,115.0882,23.74,78,61,4.49,ID,2024-09-16
361,nuriootpa,-34.4833,139.0,2.1,84,0,1.47,AU,2024-09-16
362,piacabucu,-10.4056,-36.4344,24.71,74,20,4.07,BR,2024-09-16
363,hotan,37.0997,79.9269,20.64,32,0,3.94,CN,2024-09-16
364,hirara,24.8,125.2833,28.15,83,40,7.72,JP,2024-09-16
365,vila franca do campo,37.7167,-25.4333,23.23,75,63,2.53,PT,2024-09-16
366,palo santo,-25.5633,-59.3378,30.11,15,0,3.95,AR,2024-09-16
367,mountain home,43.133,-115.6912,21.71,49,75,3.58,US,2024-09-16
368,las heras,-46.5419,-68.9359,11.58,43,100,13.26,AR,2024-09-16
369,sarykemer,43.0,71.5,16.71,33,100,3.01,KZ,2024-09-16
370,rongelap,11.1635,166.8941,28.3,75,10,3.68,MH,2024-09-16
371,mount isa,-20.7333,139.5,20.87,23,14,4.12,AU,2024-09-16
372,gargalianoi,37.0667,21.6333,19.88,67,0,3.28,GR,2024-09-16
373,kargasok,59.0556,80.8572,3.25,72,66,2.62,RU,2024-09-16
374,nizhniy kuranakh,58.8353,125.4869,-1.17,94,100,0.98,RU,2024-09-16
375,sitangkai,4.6628,119.3928,28.85,76,100,9.15,PH,2024-09-16
376,impfondo,1.6381,18.0667,24.1,78,59,0.86,CG,2024-09-16
377,nampula,-15.1165,39.2666,22.97,60,0,4.12,MZ,2024-09-16
378,paita,-5.0892,-81.1144,19.99,75,25,7.82,PE,2024-09-16
379,san felipe,10.3399,-68.7425,34.79,36,74,2.78,VE,2024-09-16
380,kyshtovka,56.555,76.6271,3.77,83,15,1.9,RU,2024-09-16
381,thunder bay,48.4001,-89.3168,26.99,65,75,3.6,CA,2024-09-16
382,kindu,-2.95,25.95,25.96,57,96,1.27,CD,2024-09-16
383,buon ma thuot,12.6667,108.05,21.89,99,100,0.77,VN,2024-09-16
384,batangafo,7.3008,18.2833,22.63,93,94,0.11,CF,2024-09-16
385,manavalakurichi,8.1333,77.3,26.58,90,88,7.35,IN,2024-09-16
386,isangel,-19.55,169.2667,21.29,66,12,6.09,VU,2024-09-16
387,kurumkan,54.3,110.3,2.76,68,69,0.95,RU,2024-09-16
388,turpan,42.9333,89.1667,25.07,22,0,0.59,CN,2024-09-16
389,mauganj,24.6833,81.8833,23.29,94,100,6.72,IN,2024-09-16
390,antonio enes,-16.2325,39.9086,24.62,82,0,5.35,MZ,2024-09-16
391,dalnerechensk,45.9339,133.7225,12.02,97,23,3.13,RU,2024-09-16
392,manggar,-2.8833,108.2667,26.87,77,95,3.18,ID,2024-09-16
393,petropavlovsk-kamchatsky,53.0452,158.6483,2.33,70,20,4.0,RU,2024-09-16
394,broken hill,-31.95,141.4333,5.12,60,0,2.68,AU,2024-09-16
395,santa cruz,-17.8,-63.1667,29.7,34,20,6.69,BO,2024-09-16
396,karatuzskoye,53.6072,92.8667,-0.94,93,13,1.54,RU,2024-09-16
397,gadzhiyevo,69.2551,33.3362,9.22,86,95,3.77,RU,2024-09-16
398,novodvinsk,64.4165,40.8122,13.86,84,0,2.06,RU,2024-09-16
399,harstad,68.799,16.5293,11.2,85,80,12.52,NO,2024-09-16
400,south sioux city,42.4739,-96.4136,28.97,48,0,6.69,US,2024-09-16
401,reggane,26.7158,0.1714,35.69,19,0,4.38,DZ,2024-09-16
402,san antonio de pale,-1.4014,5.6325,24.77,84,87,5.85,GQ,2024-09-16
403,portland,45.5234,-122.6762,22.87,61,40,2.06,US,2024-09-16
404,bathurst,-33.4166,149.5806,-1.69,96,0,0.85,AU,2024-09-16
405,hinton,53.4001,-117.5857,18.2,33,100,1.99,CA,2024-09-16
406,dunda,-8.1167,34.25,19.84,48,5,1.69,TZ,2024-09-16
407,al jawf,29.5,38.75,25.82,35,0,3.2,SA,2024-09-16
408,salem,11.65,78.1667,26.42,74,3,0.88,IN,2024-09-16
409,geraldton,-28.7667,114.6,13.23,50,0,5.14,AU,2024-09-16
410,nushki,29.5542,66.0215,27.7,23,0,0.76,PK,2024-09-16
411,sitka,57.0531,-135.33,13.94,77,100,2.57,US,2024-09-16
412,solnechnyy,50.7214,136.6319,9.67,62,36,2.04,RU,2024-09-16
413,gbarnga,6.9956,-9.4722,22.41,99,30,1.79,LR,2024-09-16
414,alotau,-10.3069,150.4462,23.7,98,100,2.04,PG,2024-09-16
415,kavaratti,10.5669,72.642,27.8,79,10,6.61,IN,2024-09-16
416,pula,44.8683,13.8481,13.31,94,20,1.54,HR,2024-09-16
417,juneau,58.3019,-134.4197,13.01,40,64,2.75,US,2024-09-16
418,dolores,-36.3132,-57.6792,21.47,42,0,1.73,AR,2024-09-16
419,verdal,63.7933,11.4817,12.19,88,86,1.28,NO,2024-09-16
420,la'ie,21.6477,-157.9253,29.66,81,55,3.13,US,2024-09-16
421,wabag,-5.4781,143.7021,12.52,98,69,1.14,PG,2024-09-16
422,polatli,39.5772,32.1413,19.95,31,1,1.05,TR,2024-09-16
423,eyl,7.9803,49.8164,26.02,79,24,9.93,SO,2024-09-16
424,daru,-9.0763,143.2092,24.16,91,100,9.0,PG,2024-09-16
425,taro,-8.3862,115.28,16.48,99,86,0.22,ID,2024-09-16
426,rio preto da eva,-2.6994,-59.6997,41.43,15,22,2.99,BR,2024-09-16
427,kotido,2.9806,34.1331,24.26,49,35,2.67,UG,2024-09-16
428,saint-pierre,-21.3393,55.4781,18.82,72,0,3.6,RE,2024-09-16
429,tshabong,-26.05,22.45,22.24,18,100,2.46,BW,2024-09-16
430,priladozhskiy,59.85,31.4833,15.4,86,78,1.63,RU,2024-09-16
431,friesoythe,53.0167,7.85,15.06,97,1,3.86,DE,2024-09-16
432,alofi,-19.0595,-169.9187,24.94,88,20,1.54,NU,2024-09-16
433,feicheng,35.2606,117.9675,22.19,85,24,3.4,CN,2024-09-16
434,fortuna,40.5982,-124.1573,19.4,72,20,5.66,US,2024-09-16
435,ingeniero guillermo n. juarez,-23.9,-61.85,31.47,14,0,2.68,AR,2024-09-16
436,timbuktu,16.7735,-3.0074,33.69,44,27,5.15,ML,2024-09-16
437,fisterra,42.9049,-9.2629,20.03,57,83,7.63,ES,2024-09-16
438,spanish wells,26.323,-81.7957,32.2,61,0,2.06,US,2024-09-16
439,veselynove,47.3567,31.2349,22.15,28,100,4.77,UA,2024-09-16
440,tanjung selor,2.8372,117.3642,25.06,75,97,2.19,ID,2024-09-16
441,ta`u,-14.2336,-169.5144,26.42,75,10,3.75,AS,2024-09-16
442,floro,61.5996,5.0328,11.98,82,100,6.17,NO,2024-09-16
443,san jose del guaviare,2.5729,-72.6459,30.38,65,60,1.67,CO,2024-09-16
444,plastun,44.7561,136.2939,13.03,74,86,2.01,RU,2024-09-16
445,muleshoe,34.2265,-102.7238,32.41,22,0,8.39,US,2024-09-16
446,quiindy,-25.9667,-57.2667,27.59,28,0,3.99,PY,2024-09-16
447,farafangana,-22.8167,47.8333,20.28,83,2,4.47,MG,2024-09-16
448,vorkuta,67.5,64.0,12.86,93,98,3.29,RU,2024-09-16
449,gorom-gorom,14.4439,-0.2361,31.76,49,32,4.13,BF,2024-09-16
450,pala,9.3642,14.9046,22.57,89,66,1.34,TD,2024-09-16
451,saham,24.1722,56.8886,30.78,66,0,0.52,OM,2024-09-16
452,popondetta,-8.7537,148.2534,22.7,99,100,0.3,PG,2024-09-16
453,urangan,-25.3,152.9,15.13,85,5,4.99,AU,2024-09-16
454,mpika,-11.8343,31.4529,18.97,27,1,3.58,ZM,2024-09-16
455,greenville,35.6127,-77.3663,22.3,98,100,6.69,US,2024-09-16
456,pilar,-9.5972,-35.9567,25.96,75,11,3.08,BR,2024-09-16
457,cannonvale,-20.2833,148.7,21.66,71,100,9.37,AU,2024-09-16
458,weno,7.4515,151.8468,27.97,78,100,3.09,FM,2024-09-16
459,hovd,48.0056,91.6419,8.93,34,1,4.01,MN,2024-09-16
460,edd,13.9297,41.6925,32.31,64,84,3.78,ER,2024-09-16
461,ayacucho,-13.1583,-74.2239,20.92,40,40,1.54,PE,2024-09-16
462,colares,38.7992,-9.4469,28.55,19,0,6.69,PT,2024-09-16
463,usogorsk,63.4106,48.6872,14.52,72,3,2.87,RU,2024-09-16
464,porto novo,6.4965,2.6036,25.9,87,1,3.16,BJ,2024-09-16
465,melekeok village,7.4957,134.6367,28.5,81,100,8.26,PW,2024-09-16
466,lata,40.1629,-8.3327,19.72,47,0,1.25,PT,2024-09-16
467,hanceville,34.0607,-86.7675,28.98,47,59,2.72,US,2024-09-16
468,mokhsogollokh,61.4681,128.9203,-2.25,95,2,2.04,RU,2024-09-16
469,luderitz,-26.6481,15.1594,12.85,81,0,8.14,NA,2024-09-16
470,masterton,-40.9597,175.6575,7.59,92,98,1.72,NZ,2024-09-16
471,korenevo,55.6719,38.0078,18.25,52,12,2.54,RU,2024-09-16
472,mossel bay,-34.1831,22.146,14.96,71,0,3.14,ZA,2024-09-16
473,presidente epitacio,-21.7633,-52.1156,26.78,47,12,3.3,BR,2024-09-16
474,wewak,-3.5534,143.6268,26.11,88,83,3.61,PG,2024-09-16
475,williams lake,52.1415,-122.1445,17.25,64,75,2.06,CA,2024-09-16
476,crixas,-14.5489,-49.9692,37.45,14,8,1.36,BR,2024-09-16
477,bubaque,11.2833,-15.8333,26.48,82,100,7.28,GW,2024-09-16
478,pelabuhanratu,-6.9875,106.5514,22.88,88,100,1.96,ID,2024-09-16
479,giado,31.9582,12.0203,23.43,51,15,5.16,LY,2024-09-16
480,el bauga,18.262,33.9081,33.62,38,62,10.0,SD,2024-09-16
481,pacific grove,36.6177,-121.9166,15.79,94,100,4.63,US,2024-09-16
482,villa gesell,-37.2639,-56.973,18.11,49,5,2.68,AR,2024-09-16
483,nkhotakota,-12.9274,34.2961,24.04,47,2,1.49,MW,2024-09-16
484,hope,33.6671,-93.5916,25.86,74,93,3.43,US,2024-09-16
485,dowa,-13.654,33.9375,19.25,38,1,0.97,MW,2024-09-16
486,lujan,-34.5703,-59.105,25.59,37,0,1.79,AR,2024-09-16
487,neiafu,-18.65,-173.9833,25.38,88,75,2.57,TO,2024-09-16
488,baharly,38.4362,57.4316,19.56,25,0,1.35,TM,2024-09-16
489,ghat,24.9647,10.1728,35.46,20,100,2.73,LY,2024-09-16
490,klyavlino,54.2649,52.0267,13.35,84,0,2.29,RU,2024-09-16
491,pipar,26.3856,73.5378,25.78,66,0,3.88,IN,2024-09-16
492,roha,18.4333,73.1167,22.17,94,45,0.99,IN,2024-09-16
493,kourou,5.1552,-52.6478,28.86,73,7,5.19,GF,2024-09-16
494,acarau,-2.8856,-40.12,26.96,66,0,8.63,BR,2024-09-16
495,greymouth,-42.4667,171.2,4.44,94,100,3.14,NZ,2024-09-16
496,tobol'sk,58.2,68.2667,6.03,68,3,1.78,RU,2024-09-16
497,bima,-8.4667,118.7167,21.6,91,59,1.63,ID,2024-09-16
498,san-pedro,4.7485,-6.6363,23.75,91,3,2.19,CI,2024-09-16
499,quinhamel,11.8833,-15.85,24.14,89,100,4.1,GW,2024-09-16
500,settat,33.0007,-7.6204,23.4,58,0,5.06,MA,2024-09-16
501,prado,-17.3411,-39.2208,24.71,77,0,6.35,BR,2024-09-16
502,nishinoomote,30.7333,131.0,28.16,78,9,6.28,JP,2024-09-16
503,san pedro pochutla,15.7333,-96.4667,33.84,59,78,3.72,MX,2024-09-16
504,bahawalnagar,30.5508,73.3908,27.84,36,0,2.17,PK,2024-09-16
505,rio grande,-32.035,-52.0986,16.44,73,0,3.08,BR,2024-09-16
506,tqvarch'eli,42.8404,41.6801,17.8,82,72,1.29,GE,2024-09-16
507,kovalam,8.3667,76.9967,27.05,89,40,2.57,IN,2024-09-16
508,bandar lampung,-5.4254,105.258,21.83,86,76,3.3,ID,2024-09-16
509,beroroha,-21.6667,45.1667,24.71,59,0,0.81,MG,2024-09-16
510,kangding,30.0513,101.9603,15.25,98,98,1.33,CN,2024-09-16
511,lazaro cardenas,17.9583,-102.2,30.21,73,59,2.73,MX,2024-09-16
512,rikaze,29.25,88.8833,12.67,50,100,1.26,CN,2024-09-16
513,lerwick,60.1545,-1.1494,11.67,83,100,5.58,GB,2024-09-16
514,mayo-belwa,9.05,12.05,25.46,84,84,0.76,NG,2024-09-16
515,lexington park,38.2668,-76.4538,23.79,76,100,4.63,US,2024-09-16
516,qatana,33.4354,36.0815,17.47,73,4,5.13,SY,2024-09-16
517,anloga,5.7947,0.8973,25.44,84,11,5.69,GH,2024-09-16
518,strugi-krasnyye,58.2675,29.1114,15.26,63,66,1.52,RU,2024-09-16
519,sarmiento,-45.5882,-69.07,12.83,36,100,8.96,AR,2024-09-16
520,talcahuano,-36.7167,-73.1167,15.82,59,0,5.14,CL,2024-09-16
521,ibarreta,-25.2144,-59.8585,30.86,13,0,3.97,AR,2024-09-16
522,san juan,-31.5375,-68.5364,26.6,15,61,7.45,AR,2024-09-16
523,kayangel,8.0823,134.7173,28.48,80,100,9.47,PW,2024-09-16
524,kalmunai,7.4167,81.8167,27.68,71,100,1.6,LK,2024-09-16
525,okhotsk,59.3833,143.3,7.66,70,85,1.23,RU,2024-09-16
526,vadso,70.0744,29.7487,10.09,76,0,2.57,NO,2024-09-16
527,nicoya,10.1483,-85.452,30.41,74,69,1.89,CR,2024-09-16
528,muzo,5.5353,-74.1078,32.12,46,46,3.28,CO,2024-09-16
529,ripky,51.801,31.0838,20.22,38,28,4.86,UA,2024-09-16
530,thinadhoo,0.5333,72.9333,28.98,76,66,5.46,MV,2024-09-16
531,mount gambier,-37.8333,140.7667,8.92,67,97,2.31,AU,2024-09-16
532,inarajan village,13.2736,144.7484,26.54,92,100,6.19,GU,2024-09-16
533,isagarh,24.8333,77.8833,22.56,83,38,3.26,IN,2024-09-16
534,labytnangi,66.6572,66.4183,14.2,90,95,1.54,RU,2024-09-16
535,guerrero negro,27.9769,-114.0611,22.88,56,4,7.04,MX,2024-09-16
536,kapuskasing,49.4169,-82.4331,30.05,51,75,8.75,CA,2024-09-16
537,arvayheer,46.2639,102.775,6.84,32,0,1.85,MN,2024-09-16
538,kone,-21.0595,164.8658,19.47,56,100,3.19,NC,2024-09-16
539,bhitarwar,25.8,78.1167,25.47,76,92,1.64,IN,2024-09-16
540,uryupinsk,50.8047,42.0138,15.9,40,53,4.63,RU,2024-09-16
541,charters towers,-20.1,146.2667,15.88,87,90,4.13,AU,2024-09-16
542,butembo,0.15,29.2833,14.73,94,98,1.13,CD,2024-09-16
543,puerto real,36.5282,-6.1901,25.14,88,0,3.09,ES,2024-09-16
544,laojunmiao,39.8333,97.7333,13.72,72,6,2.19,CN,2024-09-16
545,cusseta,32.3054,-84.7727,26.92,68,75,3.11,US,2024-09-16
546,sokoni,-6.4333,39.55,24.96,81,9,5.45,TZ,2024-09-16
547,zapala,-38.8992,-70.0544,15.97,21,100,6.24,AR,2024-09-16
548,zemio,5.0314,25.1361,22.06,92,100,1.01,CF,2024-09-16
549,berezovyy,51.6667,135.7,10.32,77,95,2.36,RU,2024-09-16
550,markaz-e woluswali-ye achin,34.1258,70.7078,21.65,64,88,0.83,AF,2024-09-16
551,laurel,39.0993,-76.8483,25.18,65,75,4.12,US,2024-09-16
552,timimoun,29.2639,0.231,34.21,26,0,2.57,DZ,2024-09-16
553,portage la prairie,49.9728,-98.2926,21.05,68,75,2.06,CA,2024-09-16
554,yamada,39.4667,141.95,18.34,88,35,2.15,JP,2024-09-16
555,boende,-0.2167,20.8667,25.7,69,69,0.87,CD,2024-09-16
556,betare oya,5.6,14.0833,20.89,92,100,0.61,CM,2024-09-16
557,dzhalagash,45.0833,64.6667,19.18,36,100,9.93,KZ,2024-09-16
558,krasnoarmeysk,51.0239,45.6969,16.13,41,36,3.89,RU,2024-09-16
559,kapa'a,22.0752,-159.319,28.18,78,100,8.23,US,2024-09-16
560,mata-utu,-13.2816,-176.1745,26.83,78,96,3.7,WF,2024-09-16
561,nar'yan-mar,67.6713,53.087,14.88,76,100,3.58,RU,2024-09-16
562,pochinok,54.4068,32.4407,15.17,48,5,4.0,RU,2024-09-16
563,kalabo,-14.97,22.6814,25.07,16,10,1.39,ZM,2024-09-16
564,flying fish cove,-10.4217,105.6791,23.82,88,100,3.6,CX,2024-09-16
565,aomori,40.8244,140.74,19.18,87,87,1.79,JP,2024-09-16
566,cartagena,10.3997,-75.5144,32.79,70,40,4.63,CO,2024-09-16
567,xanthi,41.1414,24.8836,16.1,71,0,2.92,GR,2024-09-16
568,nuuk,64.1835,-51.7216,3.34,100,100,2.06,GL,2024-09-16
569,santa rosa de copan,14.7667,-88.7833,30.64,55,40,2.57,HN,2024-09-16
570,kisvarda,48.2167,22.0833,12.56,93,86,1.22,HU,2024-09-16
571,kadnikov,59.5022,40.338,14.36,77,58,2.11,RU,2024-09-16
572,tokar,18.4254,37.729,32.52,58,13,1.36,SD,2024-09-16
573,grand falls-windsor,48.9332,-55.6649,22.85,60,73,6.59,CA,2024-09-16
574,port hedland,-20.3167,118.5667,23.03,25,1,4.63,AU,2024-09-16
575,tallahassee,30.4383,-84.2807,27.91,79,75,2.24,US,2024-09-16
576,ingenio la esperanza,-24.2255,-64.839,28.34,18,0,5.86,AR,2024-09-16
577,khvansar,33.2205,50.315,14.86,36,0,1.86,IR,2024-09-16
578,sydney mines,46.2367,-60.2177,25.73,69,75,9.26,CA,2024-09-16
579,lahad datu,5.0268,118.327,25.25,88,99,2.1,MY,2024-09-16
580,opuwo,-18.0607,13.84,20.49,15,3,2.5,NA,2024-09-16
581,tyuratam,45.6507,63.3156,18.89,40,98,10.44,KZ,2024-09-16
582,buctzotz,21.2,-88.7833,37.72,35,100,2.51,MX,2024-09-16
583,smithers,54.7804,-127.1743,13.18,76,100,3.6,CA,2024-09-16
584,scalby,53.7667,-0.7167,12.77,86,75,2.76,GB,2024-09-16
585,saint-joseph,-21.3667,55.6167,18.21,74,42,5.09,RE,2024-09-16
586,tanjungtiram,4.0613,98.3699,24.59,95,100,1.69,ID,2024-09-16
